"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Blue Earth County, MN","27013",2056,970855,211.772,185.777
,"Brown County, MN","27015",1432,412806,346.894,190.134
,"Carlton County, MN","27017",1764,515127,342.440,253.415
,"Carver County, MN","27019",1677,1367537,122.629,159.409
,"Cass County, MN","27021",1146,396997,288.667,185.057
,"Chippewa County, MN","27023",724,193643,373.884,195.759
,"Chisago County, MN","27025",1483,809132,183.283,192.212
,"Clay County, MN","27027",1967,885472,222.141,195.342
,"Clearwater County, MN","27029",509,123358,412.620,256.041
,"Cook County, MN","27031",202,75166,268.739,162.345
,"Cottonwood County, MN","27033",875,182369,479.796,215.643
,"Crow Wing County, MN","27035",2661,963127,276.288,192.508
,"Dakota County, MN","27037",8279,5958268,138.950,164.298
,"Dodge County, MN","27039",706,312421,225.977,208.487
,"Douglas County, MN","27041",1965,565992,347.178,207.783
,"Faribault County, MN","27043",1113,235363,472.887,233.551
,"Fillmore County, MN","27045",1275,334427,381.249,207.447
,"Freeborn County, MN","27047",1955,495177,394.808,221.588
,"Goodhue County, MN","27049",2205,718166,307.032,201.883
,"Grant County, MN","27051",457,96636,472.909,236.783
,"Hennepin County, MN","27053",30559,17022461,179.522,164.755
,"Houston County, MN","27055",887,305341,290.495,183.772
,"Hubbard County, MN","27057",815,309654,263.197,174.904
,"Isanti County, MN","27059",1196,582149,205.446,194.990
,"Itasca County, MN","27061",2347,684166,343.045,224.519
,"Jackson County, MN","27063",620,163988,378.076,195.735
,"Kanabec County, MN","27065",609,253571,240.169,198.565
,"Kandiyohi County, MN","27067",1803,663638,271.684,186.477
,"Kittson County, MN","27069",389,74311,523.476,241.800
,"Koochiching County, MN","27071",777,208349,372.932,228.549
,"Lac qui Parle County, MN","27073",552,116442,474.056,207.181
,"Lake County, MN","27075",603,172812,348.934,196.568
,"Lake of the Woods County, MN","27077",255,64923,392.773,243.928
,"Le Sueur County, MN","27079",1093,432214,252.884,211.230
,"Lincoln County, MN","27081",495,94945,521.354,218.703
,"Lyon County, MN","27083",1125,394283,285.328,206.347
,"McLeod County, MN","27085",1624,571896,283.968,205.118
,"Mahnomen County, MN","27087",208,49381,421.215,214.247
,"Marshall County, MN","27089",466,152671,305.232,184.101
,"Martin County, MN","27091",1406,329146,427.166,214.382
,"Meeker County, MN","27093",1107,368584,300.339,205.867
,"Mille Lacs County, MN","27095",1183,379682,311.577,220.834
,"Morrison County, MN","27097",1545,521149,296.460,214.273
,"Mower County, MN","27099",1838,607803,302.401,175.666
,"Murray County, MN","27101",524,138429,378.533,187.078
,"Nicollet County, MN","27103",962,504963,190.509,180.000
,"Nobles County, MN","27105",868,316128,274.572,172.903
,"Norman County, MN","27107",449,107364,418.203,212.290
,"Olmsted County, MN","27109",4037,2119443,190.475,167.586
,"Otter Tail County, MN","27111",3462,908596,381.027,219.053
,"Pennington County, MN","27113",663,216759,305.870,209.728
,"Pine County, MN","27115",1196,443379,269.747,213.476
,"Pipestone County, MN","27117",560,148358,377.465,185.971
,"Polk County, MN","27119",1711,488706,350.108,222.352
,"Pope County, MN","27121",786,175808,447.079,225.768
,"Ramsey County, MN","27123",15611,7122662,219.174,184.271
,"Red Lake County, MN","27125",219,64704,338.464,237.330
,"Redwood County, MN","27127",1011,237587,425.528,214.956
,"Renville County, MN","27129",1006,250916,400.931,224.877
,"Rice County, MN","27131",2039,974042,209.334,191.859
,"Rock County, MN","27133",663,151647,437.200,232.892
,"Roseau County, MN","27135",731,243502,300.203,235.227
,"St. Louis County, MN","27137",9953,3084647,322.663,222.525
,"Scott County, MN","27139",2174,1862904,116.700,181.534
,"Sherburne County, MN","27141",1822,1327304,137.271,188.236
,"Sibley County, MN","27143",802,240286,333.769,224.018
,"Stearns County, MN","27145",4049,2290386,176.782,173.584
,"Steele County, MN","27147",1447,568296,254.621,195.375
,"Stevens County, MN","27149",419,152269,275.171,165.632
,"Swift County, MN","27151",659,157915,417.313,217.066
,"Todd County, MN","27153",1008,388682,259.338,189.346
,"Traverse County, MN","27155",336,55830,601.827,227.785
,"Wabasha County, MN","27157",953,342988,277.852,196.045
,"Wadena County, MN","27159",1039,218072,476.448,269.474
,"Waseca County, MN","27161",897,302369,296.657,207.462
,"Washington County, MN","27163",4984,3509363,142.020,162.560
,"Watonwan County, MN","27165",687,176920,388.311,226.331
,"Wilkin County, MN","27167",501,105395,475.355,305.697
,"Winona County, MN","27169",2057,792931,259.417,209.772
,"Wright County, MN","27171",2662,1859506,143.156,178.482
,"Yellow Medicine County, MN","27173",609,161607,376.840,191.583
,"Adams County, MS","28001",2155,516855,416.945,332.727
,"Alcorn County, MS","28003",2562,579493,442.111,372.912
,"Amite County, MS","28005",908,209596,433.214,322.448
,"Attala County, MS","28007",1508,307871,489.816,358.371
,"Benton County, MS","28009",596,133742,445.634,373.528
,"Bolivar County, MS","28011",2491,562397,442.926,452.792
,"Calhoun County, MS","28013",1194,236943,503.919,380.806
,"Carroll County, MS","28015",628,167247,375.493,299.300
,"Chickasaw County, MS","28017",1128,285068,395.695,351.422
,"Choctaw County, MS","28019",585,139237,420.147,311.130
,"Claiborne County, MS","28021",742,159742,464.499,466.751
,"Clarke County, MS","28023",1252,266574,469.663,384.440
,"Clay County, MS","28025",1398,332393,420.586,355.758
,"Coahoma County, MS","28027",1719,425737,403.770,402.019
,"Copiah County, MS","28029",1771,463264,382.287,353.509
,"Covington County, MS","28031",1415,311039,454.927,396.693
,"DeSoto County, MS","28033",5466,2372782,230.363,298.500
,"Forrest County, MS","28035",3711,1171124,316.875,334.920
,"Franklin County, MS","28037",624,128178,486.823,384.668
,"George County, MS","28039",1134,347795,326.054,372.377
,"Greene County, MS","28041",795,219269,362.568,417.594
,"Grenada County, MS","28043",1807,350370,515.741,439.277
,"Hancock County, MS","28045",2280,703965,323.880,296.019
,"Harrison County, MS","28047",9753,2943486,331.342,351.881
,"Hinds County, MS","28049",12195,3901311,312.587,336.488
,"Holmes County, MS","28051",1369,311459,439.544,428.043
,"Humphreys County, MS","28053",676,152899,442.122,429.165
,"Issaquena County, MS","28055",74,25316,292.305,321.712
,"Itawamba County, MS","28057",1551,370763,418.327,359.779
,"Jackson County, MS","28059",6259,2144837,291.817,315.876
,"Jasper County, MS","28061",1232,275014,447.977,376.304
,"Jefferson County, MS","28063",521,129592,402.031,382.808
,"Jefferson Davis County, MS","28065",921,199512,461.626,367.245
,"Jones County, MS","28067",3862,1059382,364.552,329.573
,"Kemper County, MS","28069",654,160847,406.598,313.964
,"Lafayette County, MS","28071",1841,724210,254.208,300.022
,"Lamar County, MS","28073",1959,823742,237.817,283.300
,"Lauderdale County, MS","28075",5119,1249821,409.579,353.339
,"Lawrence County, MS","28077",932,205415,453.716,430.860
,"Leake County, MS","28079",1423,343168,414.666,375.225
,"Lee County, MS","28081",4631,1292354,358.338,348.521
,"Leflore County, MS","28083",2573,521261,493.611,486.070
,"Lincoln County, MS","28085",2167,545433,397.299,352.204
,"Lowndes County, MS","28087",3083,946099,325.864,314.348
,"Madison County, MS","28089",4419,1429965,309.029,327.450
,"Marion County, MS","28091",1824,414764,439.768,372.054
,"Marshall County, MS","28093",2145,577768,371.256,374.235
,"Monroe County, MS","28095",2408,589195,408.693,337.670
,"Montgomery County, MS","28097",841,175778,478.444,352.438
,"Neshoba County, MS","28099",1863,391777,475.526,386.658
,"Newton County, MS","28101",1504,328994,457.151,371.334
,"Noxubee County, MS","28103",761,185657,409.896,371.736
,"Oktibbeha County, MS","28105",1628,720694,225.893,297.079
,"Panola County, MS","28107",2262,550336,411.022,407.845
,"Pearl River County, MS","28109",2876,851220,337.868,318.342
,"Perry County, MS","28111",644,194135,331.728,327.583
,"Pike County, MS","28113",2653,629547,421.414,370.149
,"Pontotoc County, MS","28115",1377,467544,294.518,275.526
,"Prentiss County, MS","28117",1383,404989,341.491,285.741
,"Quitman County, MS","28119",633,136457,463.882,424.411
,"Rankin County, MS","28121",5533,2166059,255.441,289.172
,"Scott County, MS","28123",1681,445034,377.724,366.167
,"Sharkey County, MS","28125",338,83736,403.650,349.593
,"Simpson County, MS","28127",1814,436068,415.990,382.399
,"Smith County, MS","28129",1037,259580,399.491,358.764
,"Stone County, MS","28131",890,262815,338.641,365.514
,"Sunflower County, MS","28133",1816,480466,377.966,427.248
,"Tallahatchie County, MS","28135",789,238484,330.840,329.428
,"Tate County, MS","28137",1598,440070,363.124,375.323
,"Tippah County, MS","28139",1667,346508,481.086,439.293
,"Tishomingo County, MS","28141",1692,308876,547.793,418.972
,"Tunica County, MS","28143",653,165209,395.257,499.747
,"Union County, MS","28145",1742,428777,406.272,356.121
,"Walthall County, MS","28147",1071,240917,444.551,358.391
,"Warren County, MS","28149",3204,767991,417.192,404.819
,"Washington County, MS","28151",3289,841424,390.885,393.340
,"Wayne County, MS","28153",1231,332387,370.351,355.304
,"Webster County, MS","28155",895,160295,558.346,452.932
,"Wilkinson County, MS","28157",749,156882,477.429,414.958
,"Winston County, MS","28159",1218,303623,401.155,311.917
,"Yalobusha County, MS","28161",982,203286,483.063,386.436
,"Yazoo County, MS","28163",1519,444641,341.624,342.946
,"Adair County, MO","29001",1182,394968,299.265,280.420
,"Andrew County, MO","29003",975,269679,361.541,278.588
,"Atchison County, MO","29005",429,92058,466.011,261.096
,"Audrain County, MO","29007",1532,408148,375.354,268.751
,"Barry County, MO","29009",2453,551321,444.931,346.185
,"Barton County, MO","29011",750,196704,381.284,264.627
,"Bates County, MO","29013",1220,267919,455.362,318.152
,"Benton County, MO","29015",1428,295049,483.987,292.286
,"Bollinger County, MO","29017",809,196088,412.570,347.205
,"Boone County, MO","29019",4585,2415543,189.812,226.217
,"Buchanan County, MO","29021",5213,1383043,376.922,306.109
,"Butler County, MO","29023",2839,666038,426.252,333.217
,"Caldwell County, MO","29025",544,146021,372.549,271.086
,"Callaway County, MO","29027",1809,686859,263.373,267.087
,"Camden County, MO","29029",2448,667229,366.891,273.922
,"Cape Girardeau County, MO","29031",4343,1169844,371.246,296.915
,"Carroll County, MO","29033",908,151004,601.309,378.659
,"Carter County, MO","29035",369,96564,382.130,312.811
,"Cass County, MO","29037",4064,1511045,268.953,246.568
,"Cedar County, MO","29039",1082,221414,488.677,302.877
,"Chariton County, MO","29041",652,125678,518.786,276.748
,"Christian County, MO","29043",2811,1147566,244.953,265.923
,"Clark County, MO","29045",518,113127,457.892,325.461
,"Clay County, MO","29047",7010,3324144,210.881,225.792
,"Clinton County, MO","29049",1187,322727,367.803,278.572
,"Cole County, MO","29051",3179,1173775,270.836,254.280
,"Cooper County, MO","29053",1160,276088,420.156,315.181
,"Crawford County, MO","29055",1751,385450,454.274,365.661
,"Dade County, MO","29057",597,123286,484.240,288.419
,"Dallas County, MO","29059",883,260332,339.182,258.529
,"Daviess County, MO","29061",507,131177,386.501,304.044
,"DeKalb County, MO","29063",687,203842,337.026,281.210
,"Dent County, MO","29065",1160,243031,477.305,326.655
,"Douglas County, MO","29067",754,213383,353.355,251.541
,"Dunklin County, MO","29069",2736,508773,537.764,422.384
,"Franklin County, MO","29071",5032,1584161,317.644,294.192
,"Gasconade County, MO","29073",1181,241837,488.345,293.529
,"Gentry County, MO","29075",559,107636,519.343,290.504
,"Greene County, MO","29077",13345,4184589,318.908,267.619
,"Grundy County, MO","29079",819,162437,504.195,294.065
,"Harrison County, MO","29081",768,139778,549.443,305.693
,"Henry County, MO","29083",1793,351735,509.759,342.163
,"Hickory County, MO","29085",728,148172,491.321,256.895
,"Holt County, MO","29087",378,77126,490.107,241.935
,"Howard County, MO","29089",611,160614,380.415,282.932
,"Howell County, MO","29091",2643,619440,426.676,318.779
,"Iron County, MO","29093",870,166860,521.395,388.792
,"Jackson County, MO","29095",30285,10409993,290.922,272.056
,"Jasper County, MO","29097",6589,1755783,375.274,339.919
,"Jefferson County, MO","29099",9150,3399914,269.124,318.360
,"Johnson County, MO","29101",2087,812334,256.914,299.577
,"Knox County, MO","29103",316,65748,480.623,296.380
,"Laclede County, MO","29105",2255,549085,410.683,353.095
,"Lafayette County, MO","29107",2278,523340,435.281,319.002
,"Lawrence County, MO","29109",2235,594172,376.154,286.436
,"Lewis County, MO","29111",791,162788,485.908,347.337
,"Lincoln County, MO","29113",2129,791337,269.038,308.575
,"Linn County, MO","29115",1118,203992,548.061,334.834
,"Livingston County, MO","29117",1149,236264,486.320,286.627
,"McDonald County, MO","29119",1027,340768,301.378,313.625
,"Macon County, MO","29121",1184,245996,481.309,293.883
,"Madison County, MO","29123",886,193248,458.478,328.514
,"Maries County, MO","29125",602,143714,418.888,327.845
,"Marion County, MO","29127",1945,452681,429.662,304.712
,"Mercer County, MO","29129",247,58932,419.127,244.179
,"Miller County, MO","29131",1671,390868,427.510,335.406
,"Mississippi County, MO","29133",1237,222477,556.013,450.551
,"Moniteau County, MO","29135",881,245355,359.072,299.383
,"Monroe County, MO","29137",599,142563,420.165,278.645
,"Montgomery County, MO","29139",917,192111,477.328,308.352
,"Morgan County, MO","29141",1559,320005,487.180,321.146
,"New Madrid County, MO","29143",1525,298747,510.465,400.666
,"Newton County, MO","29145",3135,867211,361.504,300.568
,"Nodaway County, MO","29147",1142,358811,318.273,265.278
,"Oregon County, MO","29149",952,167146,569.562,381.818
,"Osage County, MO","29151",761,216697,351.182,277.550
,"Ozark County, MO","29153",669,151520,441.526,296.232
,"Pemiscot County, MO","29155",1536,294955,520.757,445.241
,"Perry County, MO","29157",1203,298106,403.548,296.369
,"Pettis County, MO","29159",2321,650231,356.950,288.299
,"Phelps County, MO","29161",2421,673091,359.684,317.180
,"Pike County, MO","29163",1217,294472,413.282,330.642
,"Platte County, MO","29165",2575,1346832,191.189,205.060
,"Polk County, MO","29167",1649,475428,346.845,275.560
,"Pulaski County, MO","29169",1450,747260,194.042,326.888
,"Putnam County, MO","29171",366,79898,458.084,280.333
,"Ralls County, MO","29173",450,160307,280.711,230.647
,"Randolph County, MO","29175",1380,399149,345.736,288.409
,"Ray County, MO","29177",1284,370778,346.299,303.723
,"Reynolds County, MO","29179",458,104812,436.973,315.909
,"Ripley County, MO","29181",1110,219356,506.027,389.564
,"St. Charles County, MO","29183",10816,5432545,199.096,223.455
,"St. Clair County, MO","29185",847,152540,555.264,327.234
,"Ste. Genevieve County, MO","29186",1049,286587,366.032,290.205
,"St. Francois County, MO","29187",4031,1002776,401.984,351.732
,"St. Louis County, MO","29189",54303,15424189,352.064,269.012
,"Saline County, MO","29195",1617,362994,445.462,309.154
,"Schuyler County, MO","29197",261,69112,377.648,238.398
,"Scotland County, MO","29199",281,77459,362.773,233.435
,"Scott County, MO","29201",2258,625828,360.802,308.408
,"Shannon County, MO","29203",535,130634,409.541,334.126
,"Shelby County, MO","29205",527,102239,515.459,302.349
,"Stoddard County, MO","29207",2030,475956,426.510,304.258
,"Stone County, MO","29209",1905,491980,387.211,263.680
,"Sullivan County, MO","29211",452,106479,424.497,296.876
,"Taney County, MO","29213",2803,765030,366.391,295.859
,"Texas County, MO","29215",1663,399461,416.311,293.238
,"Vernon County, MO","29217",1463,327608,446.570,332.569
,"Warren County, MO","29219",1331,487724,272.900,257.330
,"Washington County, MO","29221",1755,391425,448.362,465.315
,"Wayne County, MO","29223",967,212550,454.952,314.927
,"Webster County, MO","29225",1674,557784,300.116,305.587
,"Worth County, MO","29227",169,34641,487.861,243.604
,"Wright County, MO","29229",1326,292154,453.870,346.105
,"St. Louis city, MO","29510",18959,4982681,380.498,369.753
,"Beaverhead County, MT","30001",382,142606,267.871,205.172
,"Big Horn County, MT","30003",227,69581,326.238,226.376
,"Blaine County, MT","30005",225,52754,426.508,252.123
,"Broadwater County, MT","30007",259,82032,315.730,231.065
,"Carbon County, MT","30009",438,158543,276.266,189.142
,"Carter County, MT","30011",86,19288,445.873,236.472
,"Cascade County, MT","30013",3428,1213436,282.504,217.229
